Image,product_container_URL,bluproduct_variant,product_promos_specialcamp,Content,Content1,Content2,Name,Description,Price,Price3,Price4,Location,Location5,bluproduct_sold,bluproduct_ratingwrapper
https://www.static-src.com/frontend/catalog/static/assets/img-placeholder.png,https://www.blibli.com/p/point-one-300670-rachel-blouse-wanita-navy-flower-print/ps--POO-60029-00199?ds=POO-60029-00199-00002&source=CATEGORY&sid=aaea9690640ec828&metaData=Sa0jw+XIAzQDKlCuUgCF1kJeYSYdvyEYzVHmvtMQJv0KgL+tWpuEV/rztG3LNIE56Oqsz+aOWzolAPMge9OW4yIHjOgFuRMqSJXHFTqGvvgDGemfm5SNh5Jq9KPDEXJ5jzCxKTOmEWlperjuKJtK31FBTc87YP8sPvWm7FKE+rYs4+rWZ7zCXM6RAaC0DCw0Kkkafi+cjIiXcB4olXgzyBn4ZmlzuTFv8gKnb5+4AR36ZrOq0aj9lbeEnWM0uf/1OJEZpg9hxcp4I/5hZ4BuCO7oj12mQGqRDPnzLVJudfwBe5BXPjL0qPEf9ZcvBQ3W9k3hE7pnJGrXZCwdmxie6w==&cnc=false&pickupPointCode=PP-3053558&pid1=POO-60029-00199,, Promo hingga , 15 , 41 , 32 ," 
      Point One 300670 Rachel Blouse Wanita - Navy Flower Print 
    ","
Short sleeve blouse
Didesain trendy
Round neckline
Elastic waistband 
Material : Polyester dan siffon
","
          Rp50.000
        ","
            Rp369.900
          ","
            86%
          ", Point One Official Store , Kota Jakarta Pusat , Terjual 13 ,"5,0"
https://www.static-src.com/frontend/catalog/static/assets/img-placeholder.png,https://www.blibli.com/p/women-s-national-day-tee-dress-0546175201-signature-black/ps--GIW-70004-00221?ds=GIW-70004-00221-00002&source=CATEGORY&sid=aaea9690640ec828&metaData=Sa0jw+XIAzQDKlCuUgCF1kJeYSYdvyEYzVHmvtMQJv04RjidDXvv3mCFIIki0hq2V6xq99GcSyZY1Sf3L0gZM81tC/d72O3xovd3W/bG70MpLMfP88iQTh28yrud9gP8L8fQNr+iQQraBtd3ylN43svJqIi2XqjxFa1WXD2Hq7krriCFOI5lmHqdKNgbp4eEHTKmgyqreTkaEw7m9hA1+xVY3ElvMvnD4qPpP7/LWPcZLfWTQ4Uvfl62HJ43HsYe/HRAebnNnuOytEmCYH5JGg==&cnc=false&pickupPointCode=PP-3348001&pid1=GIW-70004-00221,, Promo hingga , 15 , 41 , 32 ," 
      Women's National Day Tee Dress 0546175201 Signature Black 
    ",,"
          Rp179.000
        ","
            Rp729.000
          ","
            75%
          ", Giordano Women Official Store  , Kota Tangerang , Terjual 13 ,"5,0"
https://www.static-src.com/frontend/catalog/static/assets/img-placeholder.png,https://www.blibli.com/p/luludi-long-sleeve-manset-ln-5011/ps--WAI-60025-02975?ds=WAI-60025-02975-00001&source=CATEGORY&sid=aaea9690640ec828&metaData=Sa0jw+XIAzQDKlCuUgCF1kJeYSYdvyEYzVHmvtMQJv33xgcUWjvXXjnjDMlkpf2wV6xq99GcSyZY1Sf3L0gZM81tC/d72O3xovd3W/bG70PfM//eNdJUCw07oJWQqIFs/CwvdFssFoOKOSDSYO3t+ZeU17vCA5Htcepz5rtGXYOx3MY/P1JCPR+VkZon1oF39KWKtdRfL1N3QOqEexjZ4aZ417xy8cqjr9rliJjhRSwMij/4xkwBjbHdnInRru+a&cnc=false&pickupPointCode=PP-3045743&pid1=WAI-60025-02975, 3 ,,,,," 
      Luludi Long Sleeve Manset LN 5011 
    ","• Koleksi long sleeve ( tangan panjang ) dari Luludi dengan bahan material katun yang halus dan cocok untuk dikombinasikan dengan rok atau jeans untuk tampilan yang lebih casual. 
• Size Under Bust (Lingkar Badan) & Waist (Lingkar Pinggang) untuk Lingerie 
• -Under Bust (79cm-87cm Waist (87cm-95cm) = M 
• -Under Bust (86cm-94cm Waist (92cm-100cm) = L 
• -Under Bust (93cm-101cm) Waist (97cm-105cm) = LL","
          Rp178.500
        ","
            Rp210.000
          ","
            15%
          ", Wacoal Indonesia Official  Store , Kota Jakarta Barat , Terjual 13 ,"5,0"
https://www.static-src.com/frontend/catalog/static/assets/img-placeholder.png,https://www.blibli.com/p/edition-women-et33-red-satin-cullotes/ps--INS-60154-00447?ds=INS-60154-00447-00004&source=CATEGORY&sid=aaea9690640ec828&metaData=Sa0jw+XIAzQDKlCuUgCF1kJeYSYdvyEYzVHmvtMQJv1q/V2gvrh8I253R/eA7u/aV6xq99GcSyZY1Sf3L0gZM81tC/d72O3xovd3W/bG70MpLMfP88iQTh28yrud9gP8L8fQNr+iQQraBtd3ylN43svJqIi2XqjxFa1WXD2Hq7krriCFOI5lmHqdKNgbp4eEHTKmgyqreTkaEw7m9hA1+6BgdXWHfRmgK3Yi1ewSXpqxhLvZwRrVxzS2mNVU1lM7wqXSZcerhobn2FAZO7NQWWt/0Q+kBL127Zfy2Ho6r6fBWs8ayKvjAC4z8TqcpSjqR1idper1VAxjD0VeVT6Y5Q==&cnc=false&pickupPointCode=PP-3106907&pid1=INS-60154-00447,, Promo hingga , 15 , 41 , 30 ," 
      EDITION WOMEN ET33 RED Satin Cullotes 
    ","- ORIGINAL LOKAL BRAND

- BEST QUALITY

- COMPETITIVE PRICE","
          Rp150.658
        ","
            Rp439.900
          ","
            66%
          ", INDIGOCLUSTERS , Kota Tangerang , Terjual 13 ,"5,0"
https://www.static-src.com/frontend/catalog/static/assets/img-placeholder.png,https://www.blibli.com/p/vone-cny-bao-zang-bo-dress-soft-pink/ps--VOO-70005-00209?ds=VOO-70005-00209-00001&source=CATEGORY&sid=aaea9690640ec828&metaData=Sa0jw+XIAzQDKlCuUgCF1kJeYSYdvyEYzVHmvtMQJv1PnIG15NFgOWbz51WTuLUsVfpio0v83fyImViRCUjYcP1ycHsD0Gv3pU06hp78fX5S8zmthDZvuxaMAiMic0Z/VadLzfI1Uug6xRZEdsASicz0Rl8lfc9CnJqjMMx4lFpRiA2nX5MQkJ/wB53voxWGcvQ0uIahobQPIwTeYPsxmFTLp11SYt2GBTM69u/qxK4YW4414aFi+XQKLd8787Mo5aTsv9aNlbhXdPX5DMMSmLRcE8zwhvr2FHJvTLRMtH8=&cnc=false&pickupPointCode=PP-3301818&pid1=VOO-70005-00209,, Promo hingga , 15 , 41 , 30 ," 
      Vone CNY Bao Zang Bo Dress - Soft Pink 
    ",,"
          Rp1.619.100
        ","
            Rp1.799.000
          ","
            10%
          ", Vone , Kota Tangerang , Terjual 13 ,"5,0"
https://www.static-src.com/frontend/catalog/static/assets/img-placeholder.png,https://www.blibli.com/p/giordano-women-s-printed-tee-national-day-haute-red-0539121401/ps--GIW-70004-00067?ds=GIW-70004-00067-00001&source=CATEGORY&sid=aaea9690640ec828&metaData=Sa0jw+XIAzQDKlCuUgCF1kJeYSYdvyEYzVHmvtMQJv2g7K13sulL2SogAXLko1CIV6xq99GcSyZY1Sf3L0gZM81tC/d72O3xovd3W/bG70MpLMfP88iQTh28yrud9gP8L8fQNr+iQQraBtd3ylN43svJqIi2XqjxFa1WXD2Hq7krriCFOI5lmHqdKNgbp4eEHTKmgyqreTkaEw7m9hA1+zTwYRVVrOAAakyD7lP7m4K//T7Pb+vXWUagLRkHIHyK/HRAebnNnuOytEmCYH5JGg==&cnc=false&pickupPointCode=PP-3348001&pid1=GIW-70004-00067,, Promo hingga , 15 , 41 , 30 ," 
      Giordano Women's Printed Tee National Day - Haute Red [0539121401] 
    ",,"
          Rp119.000
        ","
            Rp399.000
          ","
            70%
          ", Giordano Women Official Store  , Kota Tangerang , Terjual 13 ,"5,0"
https://www.static-src.com/frontend/catalog/static/assets/img-placeholder.png,https://www.blibli.com/p/rodeo-celana-wanita-ona-pants-khaki/ps--ROH-60038-00269?ds=ROH-60038-00269-00002&source=CATEGORY&sid=aaea9690640ec828&metaData=Sa0jw+XIAzQDKlCuUgCF1kJeYSYdvyEYzVHmvtMQJv3HjppSfebU2yw92PFGN6Nm6Oqsz+aOWzolAPMge9OW4yIHjOgFuRMqSJXHFTqGvvgDGemfm5SNh5Jq9KPDEXJ5jzCxKTOmEWlperjuKJtK31FBTc87YP8sPvWm7FKE+rYs4+rWZ7zCXM6RAaC0DCw0Kkkafi+cjIiXcB4olXgzyN7rQN9FFLoQdQljrd7tjoV4DfyRp7giKcZcJoiBwHzV8cPPdURY/4tQQUaa+hb4fg==&cnc=false&pickupPointCode=PP-3187447&pid1=ROH-60038-00269,, Promo hingga , 15 , 41 , 30 ," 
      Rodeo - Celana Wanita - Ona Pants - Khaki 
    ",,"
          Rp80.000
        ","
            Rp379.900
          ","
            79%
          ", Rodeo House Official Store , Kota Jakarta Utara , Terjual 13 ,"4,6"
https://www.static-src.com/frontend/catalog/static/assets/img-placeholder.png,https://www.blibli.com/p/zalmore-muscle-tee-premium-cotton/ps--ZAE-60032-00032?ds=ZAE-60032-00032-00009&source=CATEGORY&sid=aaea9690640ec828&metaData=Sa0jw+XIAzQDKlCuUgCF1kJeYSYdvyEYzVHmvtMQJv38hKdOYqKAlzRV0j2Mz8kZ6Oqsz+aOWzolAPMge9OW4yIHjOgFuRMqSJXHFTqGvvgDGemfm5SNh5Jq9KPDEXJ5jzCxKTOmEWlperjuKJtK31FBTc87YP8sPvWm7FKE+rYs4+rWZ7zCXM6RAaC0DCw0Kkkafi+cjIiXcB4olXgzyFWbDfLF/5KnLYCxjUA9SQvPwNoRp98xGUyAITudYV4C0+lxzruf0OdLHJ+NpXHOlYkk5sX2V7Fj2FrfMpkgOB0xrO5NEr5WgniMtlK/NzER+YgIfNBGiIorKxJxPOYb8fx0QHm5zZ7jsrRJgmB+SRo=&cnc=false&pickupPointCode=PP-3276103&pid1=ZAE-60032-00032, 6 , Promo hingga , 15 , 41 , 29 ," 
      Zalmore Muscle Tee Premium Cotton 
    ","• Size Detail (Lingkar Dada x Panjang Baju) 
•M : 106 x 60cm 
•L : 112 x 62cm 
•XL : 118 x 64cm 
•Notes : Toleransi error size, -+ 5% dari sizechart di atas","
          Rp63.000
        ","
            Rp130.000
          ","
            52%
          ", Zalmore Official Store , Kab. Bandung , Terjual 13 ,"4,3"
https://www.static-src.com/frontend/catalog/static/assets/img-placeholder.png,https://www.blibli.com/p/aerostreet-jeans-highwaist-body-goals-pandora-medium-blue-1f000/ps--AEO-60022-01800?ds=AEO-60022-01800-00002&source=CATEGORY&sid=aaea9690640ec828&metaData=Sa0jw+XIAzQDKlCuUgCF1kJeYSYdvyEYzVHmvtMQJv3+HA0qCovM7SSVxDXOMqvQ6Oqsz+aOWzolAPMge9OW4yIHjOgFuRMqSJXHFTqGvvg93FMcpkFX3C6Ss3jDzb/Jm1Nu/eiGATpe2J7ynETtlnF9VKLu6jPhvkpP1HvxPguRossEAoUMZC/Ol+lg8c+HU2ZEeIuBn14TxfdO6++3xuJ9wj/UGM+sHWad6wXBXuA/RD55r8MN6K/oKaplDyYP&cnc=false&pickupPointCode=PP-3094066&pid1=AEO-60022-01800,,,,,," 
      Aerostreet Jeans Highwaist Body Goals Pandora Medium Blue 1F000 
    ",,"
          Rp99.900
        ","
            Rp339.800
          ","
            71%
          ", AEROSTREET  Official Store , Kab. Klaten , Terjual 13 ,"5,0"
https://www.static-src.com/frontend/catalog/static/assets/img-placeholder.png,https://www.blibli.com/p/halima-gamis-satin-selena-black/ps--HAA-60094-00123?ds=HAA-60094-00123-00002&source=CATEGORY&sid=aaea9690640ec828&metaData=Sa0jw+XIAzQDKlCuUgCF1kJeYSYdvyEYzVHmvtMQJv2SkmKjATOmvtuPv7YwY36hV6xq99GcSyZY1Sf3L0gZM81tC/d72O3xovd3W/bG70PfM//eNdJUCw07oJWQqIFs/CwvdFssFoOKOSDSYO3t+ZeU17vCA5Htcepz5rtGXYP3PA5ngMW2E+T1Egui9IsWujxoTcrvX+yi4boarbd+V80VRw2tzwd6Xy5HkyxECvjrnNFMXV36Yt9Ecgp32CkfdLbqvCzCh8Cy1KZPzA+SMzOBbzp5mr7PShQevXPDlTMD/twH7NlVVJbVYRLibUGVOgxyc+3gWcXSkYPDaSHXzQ==&cnc=false&pickupPointCode=PP-3198085&pid1=HAA-60094-00123,,,,,," 
      HALIMA Gamis Satin Selena Black 
    ",,"
          Rp129.000
        ","
            Rp249.000
          ","
            48%
          ", Halima Official Store , Kota Tangerang , Terjual 13 ,"5,0"
https://www.static-src.com/frontend/catalog/static/assets/img-placeholder.png,https://www.blibli.com/p/9-to-12-broderie-sleeveless-midi-dress-wanita-off-white/ps--9TW-60021-01391?ds=9TW-60021-01391-00001&source=CATEGORY&sid=aaea9690640ec828&metaData=Sa0jw+XIAzQDKlCuUgCF1kJeYSYdvyEYzVHmvtMQJv0jFUrlGqA4co0Vk+zhdYtOV6xq99GcSyZY1Sf3L0gZM81tC/d72O3xovd3W/bG70MpLMfP88iQTh28yrud9gP8L8fQNr+iQQraBtd3ylN43svJqIi2XqjxFa1WXD2Hq7krriCFOI5lmHqdKNgbp4eEHTKmgyqreTkaEw7m9hA1+xVY3ElvMvnD4qPpP7/LWPet/BzqxtJLFKH+qCwanUgJ/HRAebnNnuOytEmCYH5JGg==&cnc=false&pickupPointCode=PP-3047957&pid1=9TW-60021-01391,, Promo hingga , 15 , 41 , 29 ," 
      9 to 12 Broderie Sleeveless Midi Dress Wanita - Off White 
    ",,"
          Rp229.000
        ","
            Rp459.000
          ","
            50%
          ", 9to12 Woman Official Store , Kota Tangerang , Terjual 13 ,"5,0"
https://www.static-src.com/frontend/catalog/static/assets/img-placeholder.png,https://www.blibli.com/p/vesperine-bb1161hk-heizu-blouse-wanita-violet/ps--VEE-60024-00233?ds=VEE-60024-00233-00001&source=CATEGORY&sid=aaea9690640ec828&metaData=Sa0jw+XIAzQDKlCuUgCF1kJeYSYdvyEYzVHmvtMQJv0kWFaUE6W4AoLxHjjOrQ7f6Oqsz+aOWzolAPMge9OW4yIHjOgFuRMqSJXHFTqGvvgDGemfm5SNh5Jq9KPDEXJ5jzCxKTOmEWlperjuKJtK31FBTc87YP8sPvWm7FKE+rYs4+rWZ7zCXM6RAaC0DCw0Kkkafi+cjIiXcB4olXgzyBn4ZmlzuTFv8gKnb5+4AR22SA/gHbbB9YMTcVifYGA18cPPdURY/4tQQUaa+hb4fg==&cnc=false&pickupPointCode=PP-3034939&pid1=VEE-60024-00233,, Promo hingga , 15 , 41 , 28 ," 
      Vesperine BB1161HK Heizu Blouse Wanita - Violet 
    ","
Blouse
Didesain trendy
Dengan detail V-Neckline, front zipper, belt loop dan selftie ribbon
Nyaman untuk digunakan sehari-hari
Material : Polyester 
","
          Rp95.000
        ","
            Rp475.000
          ","
            80%
          ", Vesperine Official Store , Kota Tangerang & kota lainnya , Terjual 13 ,"4,5"
https://www.static-src.com/frontend/catalog/static/assets/img-placeholder.png,https://www.blibli.com/p/jfashion-model-sayap-gaya-korea-blouse-atasan-wanita-white/ps--JFN-25267-00723?ds=JFN-25267-00723-00002&source=CATEGORY&sid=aaea9690640ec828&metaData=Sa0jw+XIAzQDKlCuUgCF1kJeYSYdvyEYzVHmvtMQJv1xVy6du/spR3XFcU/hoEsj6Oqsz+aOWzolAPMge9OW4yIHjOgFuRMqSJXHFTqGvvgDGemfm5SNh5Jq9KPDEXJ5jzCxKTOmEWlperjuKJtK31FBTc87YP8sPvWm7FKE+rYs4+rWZ7zCXM6RAaC0DCw0Kkkafi+cjIiXcB4olXgzyBn4ZmlzuTFv8gKnb5+4AR22SA/gHbbB9YMTcVifYGA18cPPdURY/4tQQUaa+hb4fg==&cnc=false&pickupPointCode=PP-3001401&pid1=JFN-25267-00723,, Promo hingga , 15 , 41 , 28 ," 
      Jfashion Model Sayap Gaya Korea Blouse Atasan Wanita - White 
    ","
Short sleeves blouse
Didesain chic
Dalam asymmetric cutting dengan round neckline
Cocok untuk bepergian maupun untuk di sehari hari
Material : High quality sifon
","
          Rp29.900
        ","
            Rp119.900
          ","
            75%
          ", JFashion Women Official Store , Kota Jakarta Barat , Terjual 13 ,"5,0"
https://www.static-src.com/frontend/catalog/static/assets/img-placeholder.png,https://www.blibli.com/p/9-to-12-signature-jamie-linen-pants-celana-wanita-black/ps--9TW-60021-01529?ds=9TW-60021-01529-00001&source=CATEGORY&sid=aaea9690640ec828&metaData=Sa0jw+XIAzQDKlCuUgCF1kJeYSYdvyEYzVHmvtMQJv2SkmKjATOmvtuPv7YwY36hV6xq99GcSyZY1Sf3L0gZM81tC/d72O3xovd3W/bG70MpLMfP88iQTh28yrud9gP8L8fQNr+iQQraBtd3ylN43svJqIi2XqjxFa1WXD2Hq7krriCFOI5lmHqdKNgbp4eEHTKmgyqreTkaEw7m9hA1+6BgdXWHfRmgK3Yi1ewSXppJo8g3KNbnFLWGll/wEJcL/HRAebnNnuOytEmCYH5JGg==&cnc=false&pickupPointCode=PP-3047957&pid1=9TW-60021-01529,, Promo hingga , 15 , 41 , 28 ," 
      9 to 12 Signature Jamie Linen Pants Celana Wanita - Black 
    ",• -,"
          Rp129.000
        ","
            Rp219.000
          ","
            41%
          ", 9to12 Woman Official Store , Kota Tangerang , Terjual 13 ,"5,0"
https://www.static-src.com/frontend/catalog/static/assets/img-placeholder.png,https://www.blibli.com/p/jaya-hebat-starla-setelan-baju-wanita-set/ps--JAH-60032-00252?ds=JAH-60032-00252-00001&source=CATEGORY&sid=aaea9690640ec828&metaData=Sa0jw+XIAzQDKlCuUgCF1kJeYSYdvyEYzVHmvtMQJv1HJHpo+yXT8zWp04wa98az6Oqsz+aOWzolAPMge9OW4yIHjOgFuRMqSJXHFTqGvvgDGemfm5SNh5Jq9KPDEXJ5jzCxKTOmEWlperjuKJtK31FBTc87YP8sPvWm7FKE+rYs4+rWZ7zCXM6RAaC0DCw0Kkkafi+cjIiXcB4olXgzyPRcFis0BY/vkSlrkN9st3jH6ljKFtKvT+aIOrsiWdbE4Z5axD2mKHLY4aV8K0+InZGALVGyam6nCkBC4gNkOUU/RD55r8MN6K/oKaplDyYP&cnc=false&pickupPointCode=PP-3073824&pid1=JAH-60032-00252, 4 , Promo hingga , 15 , 41 , 27 ," 
      Jaya Hebat Starla Setelan Baju Wanita Set 
    ","• Material : Rayon
• Jenis kain rayon memiliki daya serap tinggu, lembut di kulit, dan nyaman saat di pakai. Kain rayon memiliki sifat ""jatuh"" dan termasuk kain yang tidak membutuhkan waktu lama untuk disetrika.","
          Rp72.000
        ","
            Rp156.000
          ","
            54%
          ", UMKM Jaya Hebat Official Store , Kota Bandung , Terjual 13 ,"5,0"
https://www.static-src.com/frontend/catalog/static/assets/img-placeholder.png,https://www.blibli.com/p/jfashion-new-may-blus-wanita/ps--JFN-25267-01708?ds=JFN-25267-01708-00003&source=CATEGORY&sid=aaea9690640ec828&metaData=Sa0jw+XIAzQDKlCuUgCF1kJeYSYdvyEYzVHmvtMQJv2uqhdrWBZSE0hJMbhvfcKP6Oqsz+aOWzolAPMge9OW4yIHjOgFuRMqSJXHFTqGvvgDGemfm5SNh5Jq9KPDEXJ5jzCxKTOmEWlperjuKJtK31FBTc87YP8sPvWm7FKE+rYs4+rWZ7zCXM6RAaC0DCw0Kkkafi+cjIiXcB4olXgzyBn4ZmlzuTFv8gKnb5+4AR22SA/gHbbB9YMTcVifYGA18cPPdURY/4tQQUaa+hb4fg==&cnc=false&pickupPointCode=PP-3001401&pid1=JFN-25267-01708, 6 , Promo hingga , 15 , 41 , 27 ," 
      Jfashion New May Blus Wanita 
    ","





Blouse tangan pendek
Jahitan berkualitas
Bahan wafles 
Model simpel dan elegan
Cocok untuk di pakai dalam berbagai acara


","
          Rp24.900
        ","
            Rp109.800
          ","
            77%
          ", JFashion Women , Kota Jakarta Barat , Terjual 13 ,"5,0"
https://www.static-src.com/frontend/catalog/static/assets/img-placeholder.png,https://www.blibli.com/p/rodeo-jegging-wanita-tregging-navy2/ps--ROH-60038-00163?ds=ROH-60038-00163-00001&source=CATEGORY&sid=aaea9690640ec828&metaData=Sa0jw+XIAzQDKlCuUgCF1kJeYSYdvyEYzVHmvtMQJv3HjppSfebU2yw92PFGN6Nm6Oqsz+aOWzolAPMge9OW4yIHjOgFuRMqSJXHFTqGvvg93FMcpkFX3C6Ss3jDzb/Jm1Nu/eiGATpe2J7ynETtlnF9VKLu6jPhvkpP1HvxPguRossEAoUMZC/Ol+lg8c+HU2ZEeIuBn14TxfdO6++3xipkAMCDqaQNjeH3vk09yZc/RD55r8MN6K/oKaplDyYP&cnc=false&pickupPointCode=PP-3187447&pid1=ROH-60038-00163,,,,,," 
      Rodeo - Jegging Wanita - Tregging Navy2 
    ",,"
          Rp80.000
        ","
            Rp429.900
          ","
            81%
          ", Rodeo House Official Store , Kota Jakarta Utara , Terjual 13 ,"5,0"
https://www.static-src.com/frontend/catalog/static/assets/img-placeholder.png,https://www.blibli.com/p/hush-puppies-genae-wanita-01/ps--HUP-60031-00668?ds=HUP-60031-00668-00001&source=CATEGORY&sid=aaea9690640ec828&metaData=Sa0jw+XIAzQDKlCuUgCF1kJeYSYdvyEYzVHmvtMQJv3lcWWsgSWh6jzyUwUpXKWMV6xq99GcSyZY1Sf3L0gZM81tC/d72O3xovd3W/bG70PfM//eNdJUCw07oJWQqIFs/CwvdFssFoOKOSDSYO3t+ZeU17vCA5Htcepz5rtGXYOx3MY/P1JCPR+VkZon1oF362oPXv9NpMOjpFhLW3JXCyErx9LN5z5XMR8TDruxW5EMij/4xkwBjbHdnInRru+a&cnc=false&pickupPointCode=PP-3191671&pid1=HUP-60031-00668,,,,,," 
      Hush Puppies Genae Wanita 01 
    ",,"
          Rp499.000
        ",,, Hush Puppies Apparel Ladies , Kota Bekasi , Terjual 13 ,"5,0"
https://www.static-src.com/frontend/catalog/static/assets/img-placeholder.png,https://www.blibli.com/p/hush-puppies-kimmy-3-hoodie-zipped-sweatshirt-wanita-01/ps--HUP-60031-01850?ds=HUP-60031-01850-00003&source=CATEGORY&sid=aaea9690640ec828&metaData=Sa0jw+XIAzQDKlCuUgCF1kJeYSYdvyEYzVHmvtMQJv2WGXDqlWkq6uA2siSBAIjAV6xq99GcSyZY1Sf3L0gZM81tC/d72O3xovd3W/bG70PfM//eNdJUCw07oJWQqIFs/CwvdFssFoOKOSDSYO3t+ZeU17vCA5Htcepz5rtGXYOx3MY/P1JCPR+VkZon1oF362oPXv9NpMOjpFhLW3JXCyErx9LN5z5XMR8TDruxW5EMij/4xkwBjbHdnInRru+a&cnc=false&pickupPointCode=PP-3191671&pid1=HUP-60031-01850,,,,,," 
      Hush Puppies Kimmy 3 Hoodie Zipped Sweatshirt Wanita 01 
    ",,"
          Rp599.000
        ",,, Hush Puppies Apparel Ladies , Kota Bekasi , Terjual 13 ,"4,0"
https://www.static-src.com/frontend/catalog/static/assets/img-placeholder.png,https://www.blibli.com/p/9-to-12-signature-cut-out-pants-celana-panjang-wanita-olive/ps--9TW-60021-01472?ds=9TW-60021-01472-00002&source=CATEGORY&sid=aaea9690640ec828&metaData=Sa0jw+XIAzQDKlCuUgCF1kJeYSYdvyEYzVHmvtMQJv0lHhvIwqneevcUOQri5jiaV6xq99GcSyZY1Sf3L0gZM81tC/d72O3xovd3W/bG70MpLMfP88iQTh28yrud9gP8L8fQNr+iQQraBtd3ylN43svJqIi2XqjxFa1WXD2Hq7krriCFOI5lmHqdKNgbp4eEHTKmgyqreTkaEw7m9hA1+6BgdXWHfRmgK3Yi1ewSXppJo8g3KNbnFLWGll/wEJcL/HRAebnNnuOytEmCYH5JGg==&cnc=false&pickupPointCode=PP-3047957&pid1=9TW-60021-01472,, Promo hingga , 15 , 41 , 26 ," 
      9 to 12 Signature Cut-Out Pants Celana Panjang Wanita - Olive 
    ","• High waist 
• Elasticated waist pada bagian samping 
• Straight design 
• Dart detail 
• Cut out detail pada bagian pinggang 
• Hook and bar, zip fastening 
• Side pocket details 
• - Full length 
• - Premium Linen Blend Material","
          Rp149.000
        ","
            Rp349.000
          ","
            57%
          ", 9to12 Woman Official Store , Kota Tangerang , Terjual 13 ,"5,0"
https://www.static-src.com/frontend/catalog/static/assets/img-placeholder.png,https://www.blibli.com/p/cressida-oniie-blouse-bftc-882807-pink/ps--CRW-28989-00482?ds=CRW-28989-00482-00002&source=CATEGORY&sid=aaea9690640ec828&metaData=Sa0jw+XIAzQDKlCuUgCF1kJeYSYdvyEYzVHmvtMQJv3f+kZVH7xc9e4mXmeab7TP6Oqsz+aOWzolAPMge9OW4yIHjOgFuRMqSJXHFTqGvvgDGemfm5SNh5Jq9KPDEXJ5jzCxKTOmEWlperjuKJtK31FBTc87YP8sPvWm7FKE+rYs4+rWZ7zCXM6RAaC0DCw0Kkkafi+cjIiXcB4olXgzyM92BGYfoDW1vYiV7DpJ+c4o7wJZet03enRtkLrQkUDM8cPPdURY/4tQQUaa+hb4fg==&cnc=false&pickupPointCode=PP-3005994&pid1=CRW-28989-00482,, Promo hingga , 15 , 41 , 25 ," 
      CRESSIDA ONIIE Blouse BFTC.882807 PINK 
    ",• -,"
          Rp52.000
        ","
            Rp209.900
          ","
            75%
          ", Cressida Women Official Store , Kota Tangerang & kota lainnya , Terjual 13 ,"4,7"
https://www.static-src.com/frontend/catalog/static/assets/img-placeholder.png,https://www.blibli.com/p/9-to-12-noelle-v-neck-tiered-dress-wanita-rd107/ps--9TW-60021-01508?ds=9TW-60021-01508-00003&source=CATEGORY&sid=aaea9690640ec828&metaData=Sa0jw+XIAzQDKlCuUgCF1kJeYSYdvyEYzVHmvtMQJv2+lsnJfoSrStmiS8cIWLzQV6xq99GcSyZY1Sf3L0gZM81tC/d72O3xovd3W/bG70MpLMfP88iQTh28yrud9gP8L8fQNr+iQQraBtd3ylN43svJqIi2XqjxFa1WXD2Hq7krriCFOI5lmHqdKNgbp4eEHTKmgyqreTkaEw7m9hA1+xVY3ElvMvnD4qPpP7/LWPet/BzqxtJLFKH+qCwanUgJ/HRAebnNnuOytEmCYH5JGg==&cnc=false&pickupPointCode=PP-3047957&pid1=9TW-60021-01508, 3 , Promo hingga , 15 , 41 , 25 ," 
      9 to 12 Noelle V-neck Tiered Dress Wanita RD107 
    ","• '- Midi dress dengan lengan yang trendy dan chic 
• - Cocok untuk acara casual maupun semi formal 
• - Bahan katun yang adem, halus, lightweight, highly recommended 
• - Material katun premium","
          Rp139.000
        ","
            Rp399.000
          ","
            65%
          ", 9to12 Woman Official Store , Kota Tangerang , Terjual 13 ,"5,0"
https://www.static-src.com/frontend/catalog/static/assets/img-placeholder.png,https://www.blibli.com/p/point-one-193361-premium-jegging-dark-washed-denim-premium-jegging-celana-wanita/ps--POO-60029-00035?ds=POO-60029-00035-00005&source=CATEGORY&sid=aaea9690640ec828&metaData=Sa0jw+XIAzQDKlCuUgCF1kJeYSYdvyEYzVHmvtMQJv2+lsnJfoSrStmiS8cIWLzQV6xq99GcSyZY1Sf3L0gZM81tC/d72O3xovd3W/bG70MpLMfP88iQTh28yrud9gP8L8fQNr+iQQraBtd3ylN43svJqIi2XqjxFa1WXD2Hq7krriCFOI5lmHqdKNgbp4eEHTKmgyqreTkaEw7m9hA1+8gJE80qTicPXF0ZIbrYZm/hLYGXnmS4SEoHeOrvGocGwqXSZcerhobn2FAZO7NQWWt/0Q+kBL127Zfy2Ho6r6dPdZn5+WvDBLANdDXbjy4oR1idper1VAxjD0VeVT6Y5Q==&cnc=false&pickupPointCode=PP-3053558&pid1=POO-60029-00035,, Promo hingga , 15 , 41 , 25 ," 
      Point One 193361 Premium Jegging Dark Washed Denim Premium Jegging Celana Wanita 
    ","
Long legging pant
Didesain comfy
Elastic waistband
2 back pockets
Material : Katun gabardin
","
          Rp139.000
        ","
            Rp269.900
          ","
            48%
          ", Point One Official Store , Kota Jakarta Pusat , Terjual 13 ,"4,3"
